ProfileID,Age,Gender,Region,EducationLevel,FieldOfStudy,ExperienceYears,YearsSinceGraduation,DigitalSkillLevel,EnglishLevel,CurrentEmploymentStatus,DesiredIndustry,PreferredJobType,TechnicalSkills,SoftSkills,CertificationsCount
162,24,Female,Kilimanjaro,Bachelor,Hospitality,0,5,Medium,Advanced,Part-time,Manufacturing,Customer-facing,"Accounting, Microsoft Office, Mechanical maintenance","Resilience, Creativity, Teamwork",2
163,24,Male,Kilimanjaro,Diploma,Information Technology,1,4,High,Basic,Internship,ICT,Office,"Programming (Python), Mechanical maintenance, Accounting, Customer service","Resilience, Teamwork",1
164,20,Male,Tanga,Bachelor,Logistics,0,1,Low,Intermediate,Internship,Banking,Office,"Project management, Graphic design","Problem solving, Creativity",1
165,26,Male,Dodoma,Secondary,Information Technology,1,2,Medium,Intermediate,Full-time,Manufacturing,Office,"Customer service, Mechanical maintenance, Web development, Digital marketing","Time management, Communication",1
166,24,Male,Mara,Higher Diploma,Arts,1,6,Medium,Intermediate,Informal work,Manufacturing,Customer-facing,"Teaching support, Quality control, Data analysis, Social media management","Customer focus, Critical thinking",0
167,26,Female,Kigoma,Secondary,Agriculture,4,8,Medium,Basic,Self-employed,Tourism,Office,"Programming (Python), Database management","Critical thinking, Problem solving",1
168,23,Female,Dar es Salaam,Higher Diploma,Finance,1,1,Low,Intermediate,Self-employed,Tourism,Office,"Project management, Digital marketing, Logistics coordination","Teamwork, Creativity, Critical thinking",1
169,21,Male,Morogoro,Bachelor,Logistics,0,4,High,Intermediate,Self-employed,Banking,Office,"Customer service, Logistics coordination, Programming (Python), Network support","Leadership, Resilience, Adaptability",1
170,24,Male,Zanzibar South,Secondary,Hospitality,0,2,Low,Intermediate,Informal work,Agriculture,Field,"Microsoft Office, Programming (Python)","Problem solving, Critical thinking, Adaptability",3
171,23,Male,Pemba South,Bachelor,Agriculture,0,0,Medium,Intermediate,Unemployed,Construction,Office,"Teaching support, Food preparation","Problem solving, Critical thinking, Teamwork",0
172,29,Female,Dar es Salaam,No formal qualification,Education,1,1,Low,Advanced,Informal work,Construction,Office,"Quality control, Food preparation, Teaching support, Programming (Python)","Time management, Critical thinking",0
173,25,Female,Lindi,Vocational/Technical,Education,4,7,Low,Basic,Internship,Construction,Customer-facing,"Quality control, Sales, Customer service","Time management, Resilience",2
174,21,Male,Kagera,No formal qualification,Arts,0,0,Medium,Advanced,Part-time,Healthcare,Customer-facing,"Inventory management, Mechanical maintenance","Time management, Leadership",1
175,24,Female,Ruvuma,Higher Diploma,Business,0,0,High,Intermediate,Unemployed,Banking,Office,"Network support, Sales, Data analysis, Customer service","Resilience, Customer focus, Teamwork",3
176,22,Female,Pwani,Vocational/Technical,Logistics,1,1,Medium,Intermediate,Unemployed,Tourism,Remote,"Food preparation, Graphic design","Adaptability, Customer focus",1
177,28,Female,Ruvuma,Diploma,Agriculture,2,7,Medium,Intermediate,Self-employed,Construction,Customer-facing,"Project management, Social media management, Network support, Database management","Time management, Adaptability, Resilience",1
178,18,Female,Singida,Higher Diploma,Information Technology,1,1,High,Basic,Self-employed,Construction,Customer-facing,"Project management, English communication, Graphic design","Leadership, Adaptability",3
179,21,Male,Manyara,No formal qualification,Agriculture,1,2,Low,Intermediate,Internship,ICT,Field,"Customer service, Logistics coordination, Quality control","Leadership, Time management, Teamwork",2
180,19,Female,Mwanza,Secondary,Agriculture,1,2,Medium,Intermediate,Informal work,Banking,Remote,"Database management, Customer service","Critical thinking, Creativity, Leadership",1
181,18,Female,Iringa,No formal qualification,Information Technology,0,0,Low,Intermediate,Informal work,Tourism,Customer-facing,"Programming (Python), Microsoft Office, Food preparation","Creativity, Critical thinking",3
182,24,Female,Simiyu,Bachelor,Education,0,2,Medium,Intermediate,Self-employed,Trade,Remote,"Project management, Graphic design, Mechanical maintenance","Resilience, Problem solving",0
183,18,Female,Pwani,Secondary,Hospitality,0,0,Medium,Advanced,Informal work,Transport,Field,"Data analysis, Customer service","Creativity, Time management",0
184,27,Male,Tanga,Vocational/Technical,Engineering,0,1,High,Basic,Internship,ICT,Customer-facing,"Microsoft Office, Accounting, Quality control","Adaptability, Teamwork, Critical thinking",0
185,23,Female,Njombe,Secondary,Engineering,0,0,Medium,Intermediate,Unemployed,Construction,Remote,"Programming (Python), Sales, Data analysis, Teaching support","Critical thinking, Resilience",1
186,24,Male,Katavi,Vocational/Technical,Finance,0,0,Medium,Basic,Full-time,ICT,Field,"Sales, Inventory management, Teaching support","Problem solving, Customer focus, Resilience",1
187,27,Male,Katavi,Vocational/Technical,Business,2,6,High,Intermediate,Informal work,Healthcare,Customer-facing,"Data analysis, Teaching support","Problem solving, Resilience",0
188,18,Female,Mtwara,Higher Diploma,Agriculture,0,0,Medium,Intermediate,Informal work,Construction,Office,"Sales, Mechanical maintenance","Time management, Creativity",2
189,27,Female,Zanzibar South,Higher Diploma,Education,2,2,Medium,Basic,Informal work,ICT,Customer-facing,"Digital marketing, Database management, Accounting, Mechanical maintenance","Critical thinking, Customer focus",3
190,26,Female,Shinyanga,Diploma,Logistics,6,7,Medium,Intermediate,Self-employed,Trade,Field,"Social media management, Food preparation","Customer focus, Resilience, Teamwork",2
191,27,Male,Mtwara,Diploma,Arts,1,2,Low,Basic,Part-time,Trade,Remote,"Accounting, Data analysis, Inventory management","Creativity, Leadership",1
192,19,Female,Kilimanjaro,Secondary,Information Technology,2,2,Medium,Basic,Informal work,ICT,Remote,"Mechanical maintenance, Inventory management","Resilience, Teamwork, Problem solving",2
193,24,Female,Dar es Salaam,Vocational/Technical,Business,3,6,Low,Basic,Part-time,ICT,Office,"Quality control, Web development","Problem solving, Resilience, Communication",0
194,23,Female,Tabora,Secondary,Information Technology,0,6,Low,Advanced,Full-time,Transport,Field,"Web development, Accounting, Database management, Programming (Python)","Resilience, Creativity",1
195,23,Male,Kigoma,Diploma,Agriculture,0,1,Medium,Advanced,Informal work,Construction,Customer-facing,"Sales, Programming (Python), Mechanical maintenance, Quality control","Critical thinking, Problem solving",1
196,22,Male,Pwani,Bachelor,Logistics,1,3,Medium,Intermediate,Internship,Manufacturing,Office,"Food preparation, Sales","Resilience, Leadership, Teamwork",3
197,20,Male,Mtwara,No formal qualification,Hospitality,0,1,Medium,Basic,Part-time,ICT,Customer-facing,"Network support, Social media management, Customer service, Project management","Creativity, Time management, Resilience",2
198,22,Female,Rukwa,Diploma,Health,4,5,High,Intermediate,Informal work,Transport,Field,"Graphic design, English communication","Teamwork, Customer focus, Creativity",2
199,18,Female,Kigoma,Diploma,Business,1,1,Low,Intermediate,Self-employed,Agriculture,Remote,"Programming (Python), Graphic design, Project management, Mechanical maintenance","Time management, Teamwork, Communication",2
200,20,Female,Rukwa,Higher Diploma,Logistics,0,3,Medium,Intermediate,Full-time,Education,Office,"Inventory management, English communication","Critical thinking, Customer focus",1
201,25,Male,Morogoro,No formal qualification,Logistics,3,7,Low,Intermediate,Full-time,ICT,Field,"Graphic design, English communication, Web development, Mechanical maintenance","Teamwork, Customer focus",2
202,23,Female,Dodoma,Secondary,Information Technology,2,4,High,Intermediate,Unemployed,Banking,Office,"Microsoft Office, Programming (Python), Teaching support, Accounting","Customer focus, Time management",1
203,18,Female,Kilimanjaro,Secondary,Hospitality,0,0,Medium,Intermediate,Unemployed,Education,Customer-facing,"Database management, English communication, Graphic design","Leadership, Communication, Problem solving",2
204,22,Female,Pemba North,Bachelor,Arts,0,1,Medium,Basic,Informal work,Manufacturing,Office,"Logistics coordination, English communication, Data analysis","Leadership, Customer focus, Resilience",1
205,23,Female,Dar es Salaam,Higher Diploma,Agriculture,4,6,Medium,Intermediate,Unemployed,Education,Office,"Graphic design, Logistics coordination","Problem solving, Teamwork, Communication",1
206,24,Male,Katavi,Higher Diploma,Hospitality,1,2,Medium,Intermediate,Unemployed,Construction,Office,"Web development, Network support, Social media management","Communication, Critical thinking, Problem solving",1
207,28,Female,Zanzibar Urban/West,Vocational/Technical,Business,1,8,High,Intermediate,Full-time,Construction,Office,"Network support, Data analysis, Quality control","Leadership, Adaptability",0
208,25,Male,Manyara,Vocational/Technical,Arts,1,2,Medium,Advanced,Internship,Banking,Remote,"Logistics coordination, Microsoft Office, Sales, Programming (Python)","Customer focus, Critical thinking",1
209,23,Female,Geita,Vocational/Technical,Arts,1,3,High,Basic,Informal work,Education,Remote,"Food preparation, Programming (Python)","Leadership, Problem solving, Time management",2
210,18,Female,Zanzibar Urban/West,Diploma,Information Technology,1,1,Medium,Intermediate,Unemployed,Construction,Remote,"Accounting, Quality control","Creativity, Time management, Teamwork",1
211,25,Male,Zanzibar South,Vocational/Technical,Finance,3,3,High,Intermediate,Full-time,Banking,Office,"Web development, Database management, English communication","Leadership, Problem solving, Teamwork",2
212,23,Female,Simiyu,Bachelor,Engineering,0,1,High,Advanced,Self-employed,Manufacturing,Remote,"Data analysis, Food preparation, Network support, Graphic design","Leadership, Time management",1
213,22,Female,Mbeya,Diploma,Logistics,2,5,High,Intermediate,Self-employed,Banking,Remote,"Customer service, Mechanical maintenance, Inventory management, Microsoft Office","Teamwork, Customer focus, Leadership",2
214,24,Female,Zanzibar South,Vocational/Technical,Finance,3,7,High,Intermediate,Self-employed,Education,Customer-facing,"Quality control, Web development, Programming (Python)","Creativity, Problem solving",2
215,20,Male,Pwani,Vocational/Technical,Engineering,2,3,Medium,Advanced,Self-employed,Construction,Office,"Inventory management, Network support","Creativity, Resilience, Leadership",3
216,21,Male,Simiyu,Secondary,Education,0,1,Medium,Basic,Self-employed,Agriculture,Customer-facing,"Sales, Customer service, Social media management, Accounting","Resilience, Customer focus",1
217,24,Female,Songwe,No formal qualification,Health,0,2,Medium,Basic,Full-time,Trade,Field,"Mechanical maintenance, Inventory management, Network support","Time management, Problem solving",1
218,23,Male,Arusha,Higher Diploma,Arts,3,6,Medium,Intermediate,Informal work,Agriculture,Customer-facing,"Accounting, Web development","Adaptability, Critical thinking",1
219,18,Male,Tabora,Diploma,Business,0,0,High,Advanced,Full-time,Transport,Remote,"Quality control, Microsoft Office","Critical thinking, Leadership",1
220,22,Female,Lindi,Secondary,Arts,3,3,Medium,Advanced,Informal work,ICT,Remote,"Microsoft Office, Project management, Quality control","Problem solving, Time management",1
221,28,Female,Singida,Higher Diploma,Education,1,8,Medium,Intermediate,Unemployed,Banking,Office,"Sales, Microsoft Office, Social media management","Time management, Leadership, Critical thinking",1
222,23,Female,Zanzibar Urban/West,Diploma,Business,3,3,High,Intermediate,Part-time,Construction,Customer-facing,"Network support, Microsoft Office, Sales, Customer service","Teamwork, Problem solving, Adaptability",1
223,20,Female,Pemba South,Higher Diploma,Education,0,3,Low,Advanced,Part-time,ICT,Office,"Digital marketing, Project management","Creativity, Problem solving",2
224,20,Male,Mbeya,No formal qualification,Arts,2,2,Low,Basic,Internship,Agriculture,Office,"Data analysis, Graphic design, Inventory management","Adaptability, Communication, Customer focus",2
225,19,Male,Mwanza,Higher Diploma,Education,1,1,Medium,Intermediate,Full-time,Transport,Remote,"Digital marketing, Teaching support, Logistics coordination, English communication","Creativity, Time management, Adaptability",2
226,18,Female,Katavi,No formal qualification,Health,0,1,Medium,Basic,Self-employed,Construction,Customer-facing,"Inventory management, Project management","Resilience, Critical thinking, Customer focus",2
227,21,Female,Singida,Bachelor,Information Technology,0,3,High,Intermediate,Internship,Education,Field,"Social media management, Database management, Inventory management","Time management, Adaptability",1
228,18,Female,Iringa,Higher Diploma,Agriculture,0,0,Medium,Basic,Full-time,Agriculture,Field,"Graphic design, Customer service, Food preparation","Adaptability, Customer focus, Leadership",2
229,24,Male,Dar es Salaam,Bachelor,Business,0,7,Low,Intermediate,Self-employed,Healthcare,Customer-facing,"Accounting, Quality control, Project management, Food preparation","Leadership, Time management",1
230,24,Male,Mara,Diploma,Information Technology,0,7,Medium,Intermediate,Full-time,Agriculture,Office,"Inventory management, Web development","Communication, Customer focus, Adaptability",1
231,21,Male,Ruvuma,Secondary,Arts,1,1,Medium,Intermediate,Unemployed,Healthcare,Office,"Social media management, Database management","Critical thinking, Time management, Resilience",0
